Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Urmein;7427;00;4228;Urmein;3670;GR;100%;2749342;1173600;de;01.07.2008
Tschappina;7428;00;4229;Tschappina;3669;GR;100%;2748215;1172705;de;01.07.2008
Thusis;7430;00;4222;Thusis;3668;GR;100%;2752915;1173730;de;01.07.2008
Rongellen;7430;02;4238;Rongellen;3711;GR;100%;2753582;1171307;rm;01.07.2008
Mutten;7431;01;4237;Thusis;3668;GR;100%;2757685;1171748;de;01.07.2008
Obermutten;7431;02;6585;Thusis;3668;GR;100%;2756733;1171164;de;01.07.2008
Zillis;7432;00;4239;Zillis-Reischen;3712;GR;100%;2753831;1167125;rm;01.07.2008
Donat;7433;00;4240;Muntogna da Schons;3715;GR;100%;2752332;1166204;rm;01.07.2008
Lohn GR;7433;03;4244;Muntogna da Schons;3715;GR;100%;2752100;1168673;rm;01.07.2008
Mathon;7433;04;4242;Muntogna da Schons;3715;GR;100%;2750997;1167117;rm;01.07.2008
Wergenstein;7433;05;4243;Muntogna da Schons;3715;GR;100%;2750025;1165690;rm;01.07.2008
Sufers;7434;00;4247;Sufers;3695;GR;100%;2747819;1159665;de;01.07.2008
Splügen;7435;00;4248;Rheinwald;3714;GR;100%;2744461;1157418;de;01.07.2008
Medels im Rheinwald;7436;00;4249;Rheinwald;3714;GR;100%;2742311;1156898;de;01.07.2008
Nufenen;7437;00;4250;Rheinwald;3714;GR;100%;2738493;1156028;de;01.07.2008
Hinterrhein;7438;00;4251;Rheinwald;3714;GR;100%;2734889;1154918;de;01.07.2008
Andeer;7440;00;4252;Andeer;3701;GR;100%;2752200;1163046;rm;01.07.2008
Clugin;7442;00;4254;Andeer;3701;GR;100%;2752063;1164652;rm;01.07.2008
Pignia;7443;00;4255;Andeer;3701;GR;100%;2753182;1164352;rm;01.07.2008
Ausserferrera;7444;00;4256;Ferrera;3713;GR;100%;2753737;1158346;rm;01.07.2008
Innerferrera;7445;00;4257;Ferrera;3713;GR;100%;2754073;1154051;rm;01.07.2008
Avers;7447;00;4259;Avers;3681;GR;98.89%;2759662;1148122;de;01.04.2022
Avers;7447;00;4259;Bregaglia;3792;GR;1.11%;2758703;1141506;de;01.04.2022
Juf;7448;00;4261;Avers;3681;GR;100%;2764498;1146029;de;01.07.2008
Tiefencastel;7450;00;4262;Albula/Alvra;3542;GR;95.06%;2763502;1170107;rm;01.07.2008
Tiefencastel;7450;00;4262;Vaz/Obervaz;3506;GR;4.94%;2758814;1172182;rm;01.07.2008
Alvaschein;7451;00;4266;Albula/Alvra;3542;GR;100%;2761589;1171519;rm;01.07.2008
Cunter;7452;00;4267;Surses;3543;GR;100%;2764971;1164083;rm;01.07.2008
Tinizong;7453;00;4268;Surses;3543;GR;100%;2767588;1161394;rm;01.07.2008
Rona;7454;00;4269;Surses;3543;GR;100%;2767671;1158895;rm;01.07.2008
Mulegns;7455;00;4270;Surses;3543;GR;100%;2766793;1154631;rm;01.07.2008
Sur;7456;00;4272;Surses;3543;GR;100%;2768698;1154905;rm;01.07.2008
Marmorera;7456;02;5971;Surses;3543;GR;100%;2771235.531;1152648.201;rm;01.07.2008
Bivio;7457;00;4273;Surses;3543;GR;100%;2769920;1148645;rm;01.07.2008
Mon;7458;00;4264;Albula/Alvra;3542;GR;100%;2762497;1168824;rm;01.07.2008
Stierva;7459;00;4265;Albula/Alvra;3542;GR;100%;2760748;1170130;rm;01.07.2008
Savognin;7460;00;4275;Surses;3543;GR;100%;2765526;1162964;rm;01.07.2008
Salouf;7462;00;4276;Surses;3543;GR;100%;2763515;1166123;rm;01.07.2008
Riom;7463;00;4277;Surses;3543;GR;100%;2764172;1164221;rm;01.07.2008
Parsonz;7464;00;4278;Surses;3543;GR;100%;2763410;1163175;rm;01.07.2008
Surava;7472;00;4279;Albula/Alvra;3542;GR;100%;2766649;1170610;rm;01.07.2008
Alvaneu Bad;7473;00;4280;Albula/Alvra;3542;GR;100%;2769110;1171097;rm;01.07.2008
Filisur;7477;00;4282;Bergün Filisur;3544;GR;100%;2771977;1171436;rm;01.07.2008
Bergün/Bravuogn;7482;00;4283;Bergün Filisur;3544;GR;100%;2777082;1166767;multiple;01.07.2008
Preda;7482;01;4286;Bergün Filisur;3544;GR;100%;2778712;1162525;rm;01.07.2008
Stugl/Stuls;7482;02;4284;Bergün Filisur;3544;GR;100%;2775494;1169394;multiple;01.07.2008
Latsch;7484;00;4285;Bergün Filisur;3544;GR;100%;2777065;1167424;rm;01.07.2008
Alvaneu Dorf;7492;00;4288;Albula/Alvra;3542;GR;100%;2768857;1172135;rm;01.07.2008
Schmitten (Albula);7493;00;4289;Schmitten (GR);3514;GR;100%;2770927;1173087;de;01.07.2008
Davos Wiesen;7494;00;4290;Davos;3851;GR;94.00%;2773917;1175113;de;01.01.2011
Davos Wiesen;7494;00;4290;Bergün Filisur;3544;GR;6.00%;2775009;1174125;de;01.01.2011
St. Moritz;7500;00;4293;St. Moritz;3787;GR;99.71%;2783865.54;1151052.091;rm;01.07.2008
St. Moritz;7500;00;4293;Celerina/Schlarigna;3782;GR;0.29%;2786396.966;1152075.247;rm;01.07.2008
Bever;7502;00;4300;Bever;3781;GR;100%;2775870.075;1155702.917;rm;01.07.2008
Samedan;7503;00;4301;Samedan;3786;GR;100%;2786613;1156560;rm;01.07.2008
Pontresina;7504;00;4303;Pontresina;3784;GR;96.51%;2789027;1152120;rm;01.07.2008
Pontresina;7504;00;4303;Samedan;3786;GR;2.39%;2786639;1145472;rm;01.07.2008
Pontresina;7504;00;4303;Celerina/Schlarigna;3782;GR;1.10%;2788588;1151976;rm;01.07.2008
Celerina/Schlarigna;7505;00;4304;Celerina/Schlarigna;3782;GR;100%;2785641;1154087;multiple;01.07.2008
Champfèr;7512;00;4305;St. Moritz;3787;GR;50.40%;2782353;1150315;rm;01.07.2008
Champfèr;7512;00;4305;Silvaplana;3790;GR;49.60%;2782141;1150051;rm;01.07.2008
Silvaplana;7513;00;4306;Silvaplana;3790;GR;100%;2781002;1148110;rm;01.07.2008
Silvaplana-Surlej;7513;02;8423;Silvaplana;3790;GR;99.60%;2782239;1147962;rm;01.07.2008
Silvaplana-Surlej;7513;02;8423;Samedan;3786;GR;0.40%;2783168;1143517;rm;01.07.2008
Sils/Segl Maria;7514;00;4307;Sils im Engadin/Segl;3789;GR;100%;2778792;1144931;multiple;01.07.2008
Fex;7514;02;4308;Sils im Engadin/Segl;3789;GR;100%;2778796;1142992;rm;01.07.2008
Sils/Segl Baselgia;7515;00;4309;Sils im Engadin/Segl;3789;GR;100%;2778176;1145016;multiple;01.07.2008
Maloja;7516;00;4310;Bregaglia;3792;GR;100%;2773766;1141676;it;01.07.2008
Plaun da Lej;7517;00;4311;Sils im Engadin/Segl;3789;GR;100%;2775098;1143799;rm;01.07.2008
La Punt Chamues-ch;7522;00;4312;La Punt Chamues-ch;3785;GR;100%;2790836;1161367;rm;01.10.2020
Madulain;7523;00;4313;Madulain;3783;GR;100%;2791639;1162663;rm;01.07.2008
Zuoz;7524;00;4314;Zuoz;3791;GR;100%;2793033;1164224;rm;01.07.2008
S-chanf;7525;00;4315;S-chanf;3788;GR;100%;2795140;1165602;rm;01.07.2008
Cinuos-chel;7526;00;4316;S-chanf;3788;GR;100%;2797853;1168814;rm;01.07.2008
Chapella;7526;01;10737;S-chanf;3788;GR;100%;2796402;1168093;rm;01.02.2021
Brail;7527;00;4318;Zernez;3746;GR;100%;2798540;1170358;rm;01.07.2008
Zernez;7530;00;4319;Zernez;3746;GR;100%;2803005;1175466;rm;01.07.2008
Tschierv;7532;00;4321;Val Müstair;3847;GR;100%;2821877;1168135;rm;01.07.2008
Fuldera;7533;00;4322;Val Müstair;3847;GR;100%;2824490;1166243;rm;01.07.2008
Lü;7534;00;4323;Val Müstair;3847;GR;100%;2824802;1167358;rm;01.07.2008
Valchava;7535;00;4324;Val Müstair;3847;GR;100%;2827291;1165388;rm;01.07.2008
Sta. Maria Val Müstair;7536;00;4330;Val Müstair;3847;GR;100%;2828689;1165649;rm;01.07.2008
Müstair;7537;00;4335;Val Müstair;3847;GR;100%;2830343;1168236;rm;01.07.2008
Susch;7542;00;4336;Zernez;3746;GR;100%;2801709;1181076;rm;01.07.2008
Lavin;7543;00;4337;Zernez;3746;GR;100%;2804075;1183059;rm;01.07.2008
Guarda;7545;00;4338;Scuol;3762;GR;100%;2807288;1184056;rm;01.07.2008
Ardez;7546;00;4340;Scuol;3762;GR;100%;2810867;1184201;rm;01.07.2008
Scuol;7550;00;4341;Scuol;3762;GR;100%;2818358;1186878;rm;01.07.2008
Ftan;7551;00;4343;Scuol;3762;GR;100%;2814483;1186332;rm;01.07.2008
Vulpera;7552;00;4344;Scuol;3762;GR;100%;2817401;1185723;rm;01.07.2008
Tarasp;7553;00;4345;Scuol;3762;GR;100%;2815477;1184696;rm;01.07.2008
Sent;7554;00;4346;Scuol;3762;GR;100%;2821286;1189212;rm;01.07.2008
Ramosch;7556;00;4348;Valsot;3764;GR;100%;2824486;1191257;rm;01.07.2008
Vnà;7557;00;4350;Valsot;3764;GR;95.24%;2823024;1192182;rm;01.07.2008
Vnà;7557;00;4350;Scuol;3762;GR;4.76%;2820397;1195153;rm;01.07.2008
Strada;7558;00;4351;Valsot;3764;GR;100%;2828401;1194683;rm;01.07.2008
Tschlin;7559;00;4352;Valsot;3764;GR;100%;2827634;1195346;rm;01.07.2008
Martina;7560;00;4353;Valsot;3764;GR;100%;2830382;1197602;rm;01.07.2008
Samnaun-Compatsch;7562;00;4356;Samnaun;3752;GR;100%;2825297;1205242;de;01.07.2008
Samnaun Dorf;7563;00;4357;Samnaun;3752;GR;100%;2822760;1203904;de;01.07.2008
Casaccia;7602;00;4359;Bregaglia;3792;GR;100%;2771240;1139845;it;01.07.2008
Vicosoprano;7603;00;4360;Bregaglia;3792;GR;100%;2768186;1135875;it;01.07.2008
Borgonovo;7604;00;4361;Bregaglia;3792;GR;100%;2766668;1135218;it;01.07.2008
Stampa;7605;00;4362;Bregaglia;3792;GR;100%;2765095;1134790;it;01.07.2008
Promontogno;7606;00;4363;Bregaglia;3792;GR;100%;2763021;1134022;it;01.07.2008
Bondo;7606;01;9724;Bregaglia;3792;GR;100%;2762761;1133517;de;01.12.2016
Castasegna;7608;00;4365;Bregaglia;3792;GR;100%;2760008;1133565;it;01.07.2008
Soglio;7610;00;4364;Bregaglia;3792;GR;100%;2761713;1134470;it;01.07.2008
Ospizio Bernina;7710;00;4374;Poschiavo;3561;GR;100%;2800219;1143146;it;01.07.2008
Alp Grüm;7710;02;4376;Poschiavo;3561;GR;100%;2799644;1139157;it;01.07.2008
S. Carlo (Poschiavo);7741;00;4375;Poschiavo;3561;GR;100%;2802079;1136020;it;01.07.2008
Poschiavo;7742;00;4366;Poschiavo;3561;GR;100%;2801630;1133808;it;01.07.2008
Sfazù;7742;02;4367;Poschiavo;3561;GR;100%;2804577;1141235;it;01.07.2008
La Rösa;7742;03;4368;Poschiavo;3561;GR;100%;2802044;1142273;it;01.07.2008
Brusio;7743;00;4370;Brusio;3551;GR;100%;2806919;1126903;it;01.07.2008
Miralago;7743;02;6132;Poschiavo;3561;GR;66.67%;2805157;1128122;it;01.07.2008
Miralago;7743;02;6132;Brusio;3551;GR;33.33%;2805243;1128113;it;01.07.2008
Campocologno;7744;00;4372;Brusio;3551;GR;100%;2808515;1123756;it;01.07.2008
Li Curt;7745;00;4377;Poschiavo;3561;GR;100%;2802171;1132204;it;01.07.2008
Le Prese;7746;00;4378;Poschiavo;3561;GR;100%;2803409;1130580;it;01.07.2008
Viano;7747;00;4371;Brusio;3551;GR;100%;2808627;1125974;it;01.07.2008
Campascio;7748;00;4380;Brusio;3551;GR;100%;2807428;1124990;it;01.07.2008
Zürich;8001;00;4385;Zürich;261;ZH;100%;2683368;1247415;de;01.07.2008
Zürich;8002;00;4386;Zürich;261;ZH;100%;2682439;1246146;de;01.07.2008
Zürich;8003;00;4387;Zürich;261;ZH;100%;2681453;1247353;de;01.07.2008
Zürich;8004;00;4388;Zürich;261;ZH;100%;2681916;1247942;de;01.07.2008
Zürich;8005;00;4390;Zürich;261;ZH;100%;2682086;1248902;de;01.07.2008
Zürich;8006;00;4391;Zürich;261;ZH;100%;2683561;1249007;de;01.07.2008
Zürich;8008;00;4392;Zürich;261;ZH;100%;2684650;1245684;de;01.07.2008
Zürich;8032;00;4441;Zürich;261;ZH;100%;2684879;1246846;de;01.07.2008
Zürich;8037;00;4449;Zürich;261;ZH;100%;2682141;1249838;de;01.07.2008
Zürich;8038;00;4450;Zürich;261;ZH;100%;2682496;1243906;de;01.07.2008
Zürich;8041;00;4454;Zürich;261;ZH;99.74%;2681415;1242939;de;01.07.2008
Zürich;8041;00;4454;Adliswil;131;ZH;0.26%;2681246;1241853;de;01.07.2008
Zürich;8044;00;4457;Zürich;261;ZH;100%;2684714;1248291;de;01.07.2008
Gockhausen;8044;01;5720;Dübendorf;191;ZH;100%;2687511;1248621;de;01.07.2008
Zürich;8045;00;4459;Zürich;261;ZH;100%;2681143;1245814;de;01.07.2008
Zürich;8046;00;4461;Zürich;261;ZH;100%;2681200;1252373;de;01.07.2008
Zürich;8047;00;4463;Zürich;261;ZH;100%;2679407;1247609;de;01.07.2008
Zürich;8048;00;4464;Zürich;261;ZH;100%;2678917;1249004;de;01.07.2008
Zürich;8049;00;4467;Zürich;261;ZH;100%;2679840;1250806;de;01.07.2008
Zürich;8050;00;4468;Zürich;261;ZH;100%;2684101;1251665;de;01.07.2008
Zürich;8051;00;4470;Zürich;261;ZH;99.59%;2686152;1250970;de;01.07.2008
Zürich;8051;00;4470;Dübendorf;191;ZH;0.42%;2686850.336;1249823.093;de;01.07.2008
Zürich;8052;00;4471;Zürich;261;ZH;99.28%;2683479;1253121;de;01.07.2008
Zürich;8052;00;4471;Rümlang;97;ZH;0.68%;2683377;1254149;de;01.07.2008
Zürich;8052;00;4471;Opfikon;66;ZH;0.04%;2684773.684;1252454.432;de;01.07.2008
Zürich;8053;00;4473;Zürich;261;ZH;100%;2687006;1245946;de;01.07.2008
Zürich;8055;00;4474;Zürich;261;ZH;100%;2680639;1246748;de;01.07.2008
Zürich;8057;00;4476;Zürich;261;ZH;100%;2683266;1250461;de;01.07.2008
Zürich;8064;00;4484;Zürich;261;ZH;100%;2679257;1250140;de;01.07.2008
Oberengstringen;8102;00;4494;Oberengstringen;245;ZH;100%;2677309;1251436;de;01.07.2008
Unterengstringen;8103;00;4495;Unterengstringen;249;ZH;100%;2676292;1251869;de;01.07.2008
Weiningen ZH;8104;00;4496;Weiningen (ZH);251;ZH;100%;2675255;1252551;de;01.07.2008
Regensdorf;8105;00;4497;Regensdorf;96;ZH;100%;2677616;1254023;de;01.07.2008
Watt;8105;02;4499;Regensdorf;96;ZH;100%;2678410;1255450;de;01.07.2008
Adlikon b. Regensdorf;8106;02;6239;Regensdorf;96;ZH;100%;2677431;1256121;de;01.07.2008
Buchs ZH;8107;00;4501;Buchs (ZH);83;ZH;99.87%;2675335;1256737;de;01.07.2008
Buchs ZH;8107;00;4501;Otelfingen;94;ZH;0.13%;2673338;1256507;de;01.07.2008
Dällikon;8108;00;4502;Dällikon;84;ZH;100%;2675580;1254735;de;01.07.2008
Kloster Fahr;8109;00;8442;Würenlos;4048;AG;100%;2675480;1251276;de;01.07.2008
Otelfingen;8112;00;4503;Otelfingen;94;ZH;100%;2671689;1257065;de;01.07.2008
Boppelsen;8113;00;4504;Boppelsen;82;ZH;100%;2672701;1258207;de;01.07.2008
Dänikon ZH;8114;00;4505;Dänikon;85;ZH;100%;2673103;1255425;de;01.07.2008
Hüttikon;8115;00;4506;Hüttikon;87;ZH;100%;2671493;1255330;de;01.07.2008
Fällanden;8117;00;4508;Fällanden;193;ZH;100%;2690670;1247492;de;01.07.2008
Pfaffhausen;8118;00;6186;Fällanden;193;ZH;100%;2689550;1246729;de;01.07.2008
Benglen;8121;00;4509;Fällanden;193;ZH;100%;2690391;1246125;de;01.07.2008
Binz;8122;00;4510;Maur;195;ZH;100%;2689708;1245866;de;01.07.2008
Ebmatingen;8123;00;4511;Maur;195;ZH;100%;2690799;1245145;de;01.07.2008
Maur;8124;00;4512;Maur;195;ZH;100%;2693028;1243903;de;01.07.2008
Zollikerberg;8125;00;4513;Zollikon;161;ZH;99.59%;2687785;1244528;de;01.07.2008
Zollikerberg;8125;00;4513;Zürich;261;ZH;0.41%;2687912;1245103;de;01.07.2008
Zumikon;8126;00;4514;Zumikon;160;ZH;100%;2689444;1242980;de;01.07.2008
Forch;8127;00;4515;Maur;195;ZH;69.38%;2691959;1242565;de;01.07.2008
Forch;8127;00;4515;Küsnacht (ZH);154;ZH;29.23%;2690869;1241910;de;01.07.2008
Forch;8127;00;4515;Egg;192;ZH;1.39%;2692461;1240100;de;01.07.2008
Egg b. Zürich;8132;00;4517;Egg;192;ZH;100%;2694660;1239355;de;01.07.2008
Hinteregg;8132;02;4516;Egg;192;ZH;96.69%;2694061;1240395;de;01.07.2008
Hinteregg;8132;02;4516;Maur;195;ZH;3.31%;2694135;1241450;de;01.07.2008
Esslingen;8133;00;4518;Egg;192;ZH;100%;2696248;1238284;de;01.07.2008
Adliswil;8134;00;4519;Adliswil;131;ZH;99.91%;2682188;1240797;de;01.07.2008
Adliswil;8134;00;4519;Zürich;261;ZH;0.06%;2682433;1242381;de;01.07.2008
Adliswil;8134;00;4519;Stallikon;13;ZH;0.03%;2680687;1240678;de;01.07.2008
Langnau am Albis;8135;00;4522;Langnau am Albis;136;ZH;100%;2683028;1237828;de;01.07.2008
Sihlbrugg Station;8135;02;5160;Horgen;295;ZH;100%;2686200;1232712;de;01.07.2008
Sihlwald;8135;03;8358;Horgen;295;ZH;100%;2684619;1235892;de;01.07.2008
Gattikon;8136;00;4523;Thalwil;141;ZH;100%;2683981;1237641;de;01.07.2008
Uitikon Waldegg;8142;00;4525;Uitikon;248;ZH;98.58%;2677056;1246820;de;01.07.2008
Uitikon Waldegg;8142;00;4525;Zürich;261;ZH;1.16%;2677826.608;1246557.743;de;01.07.2008
Uitikon Waldegg;8142;00;4525;Birmensdorf (ZH);242;ZH;0.26%;2677644;1245511;de;01.07.2008
Stallikon;8143;00;4526;Stallikon;13;ZH;100%;2679264;1243085;de;01.07.2008
Uetliberg;8143;02;4524;Stallikon;13;ZH;50%;2679416;1244882;de;01.07.2008
Uetliberg;8143;02;4524;Zürich;261;ZH;42.50%;2679593.696;1244844.943;de;01.07.2008
Uetliberg;8143;02;4524;Uitikon;248;ZH;7.50%;2679183;1245265;de;01.07.2008
Glattbrugg;8152;00;4527;Opfikon;66;ZH;94.99%;2684918;1254064;de;01.07.2008
Glattbrugg;8152;00;4527;Rümlang;97;ZH;4.69%;2684185;1254182;de;01.07.2008
Glattbrugg;8152;00;4527;Zürich;261;ZH;0.32%;2684246;1253833;de;01.07.2008
Opfikon;8152;01;4528;Opfikon;66;ZH;100%;2685929;1253647;de;01.07.2008
Glattpark (Opfikon);8152;02;8359;Opfikon;66;ZH;100%;2684773;1252931;de;01.07.2008
Rümlang;8153;00;4529;Rümlang;97;ZH;100%;2682284;1256027;de;01.07.2008
Oberglatt ZH;8154;00;4530;Oberglatt;92;ZH;100%;2681309;1258911;de;01.07.2008
Niederhasli;8155;00;4531;Niederhasli;90;ZH;99.02%;2679181;1259406;de;01.07.2008
Niederhasli;8155;00;4531;Steinmaur;101;ZH;0.27%;2678095;1260533;de;01.07.2008
Niederhasli;8155;00;4531;Niederglatt;89;ZH;0.71%;2678463;1260631;de;01.07.2008
Nassenwil;8155;01;9294;Niederhasli;90;ZH;100%;2677765;1257689;de;01.11.2012
Oberhasli;8156;00;4532;Niederhasli;90;ZH;100%;2680093;1257982;de;01.07.2008
Dielsdorf;8157;00;4533;Dielsdorf;86;ZH;100%;2676490;1259290;de;01.07.2008
Regensberg;8158;00;4534;Regensberg;95;ZH;97.14%;2675306;1259536;de;01.07.2008
Regensberg;8158;00;4534;Boppelsen;82;ZH;2.86%;2672536;1259430;de;01.07.2008
Steinmaur;8162;00;4535;Steinmaur;101;ZH;99.62%;2676321;1261060;de;01.07.2008
Steinmaur;8162;00;4535;Neerach;88;ZH;0.38%;2676707.529;1262729.276;de;01.07.2008
Sünikon;8162;01;9220;Steinmaur;101;ZH;100%;2675209;1260421;de;01.05.2011
Bachs;8164;00;4536;Bachs;81;ZH;99.55%;2675207;1264317;de;01.07.2008
Bachs;8164;00;4536;Neerach;88;ZH;0.45%;2676975;1263069;de;01.07.2008
Schöfflisdorf;8165;00;4539;Schöfflisdorf;99;ZH;100%;2673678;1261573;de;01.07.2008
Oberweningen;8165;02;5892;Oberweningen;93;ZH;100%;2672896;1261681;de;01.07.2008
Schleinikon;8165;03;5893;Schleinikon;98;ZH;100%;2672027;1261328;de;01.07.2008
Niederweningen;8166;00;4540;Niederweningen;91;ZH;100%;2670588;1262194;de;01.07.2008
Niederglatt ZH;8172;00;4542;Niederglatt;89;ZH;100%;2679964;1260764;de;01.07.2008
Neerach;8173;00;4543;Neerach;88;ZH;100%;2677842;1262640;de;01.07.2008
Stadel b. Niederglatt;8174;00;4544;Stadel;100;ZH;98.70%;2677277;1264768;de;01.07.2008
Stadel b. Niederglatt;8174;00;4544;Neerach;88;ZH;1.30%;2677770;1263754;de;01.07.2008
Windlach;8175;00;4545;Stadel;100;ZH;100%;2677634;1266212;de;01.07.2008
Bülach;8180;00;4546;Bülach;53;ZH;99.70%;2683001;1263836;de;01.07.2008
Bülach;8180;00;4546;Winkel;72;ZH;0.20%;2684962;1262414;de;01.07.2008
Bülach;8180;00;4546;Bachenbülach;51;ZH;0.10%;2684855;1262738;de;01.07.2008
Höri;8181;00;4548;Höri;60;ZH;100%;2680396;1262329;de;01.07.2008
Hochfelden;8182;00;4549;Hochfelden;59;ZH;100%;2681112;1264062;de;01.07.2008
Bachenbülach;8184;00;4550;Bachenbülach;51;ZH;100%;2683558;1262116;de;01.07.2008
Winkel;8185;00;4551;Winkel;72;ZH;100%;2684296;1260334;de;01.07.2008
Weiach;8187;00;4734;Weiach;102;ZH;100%;2675105;1267813;de;01.07.2008
Glattfelden;8192;00;4552;Glattfelden;58;ZH;99.10%;2680071;1268062;de;01.07.2008
Glattfelden;8192;00;4552;Bülach;53;ZH;0.66%;2681730;1267018;de;01.07.2008
Glattfelden;8192;00;4552;Hochfelden;59;ZH;0.24%;2679779;1265957;de;01.07.2008
Zweidlen;8192;01;4732;Glattfelden;58;ZH;100%;2677769;1269357;de;01.07.2008
Eglisau;8193;00;4554;Eglisau;55;ZH;99.84%;2681570;1269994;de;01.07.2008
Eglisau;8193;00;4554;Glattfelden;58;ZH;0.16%;2679492;1270244;de;01.07.2008
Hüntwangen;8194;00;4555;Hüntwangen;61;ZH;100%;2679274;1272207;de;01.07.2008
Wasterkingen;8195;00;4556;Wasterkingen;70;ZH;100%;2677656;1271577;de;01.07.2008
Wil ZH;8196;00;4557;Wil (ZH);71;ZH;99.90%;2680253;1273261;de;01.07.2008
Wil ZH;8196;00;4557;Wasterkingen;70;ZH;0.10%;2678156;1273820;de;01.07.2008
Rafz;8197;00;4558;Rafz;67;ZH;99.73%;2682760;1274130;de;01.07.2008
Rafz;8197;00;4558;Eglisau;55;ZH;0.17%;2682980;1271841;de;01.07.2008
Rafz;8197;00;4558;Wil (ZH);71;ZH;0.11%;2682451;1271868;de;01.07.2008
Schaffhausen;8200;00;4559;Schaffhausen;2939;SH;99.66%;2689761;1284342;de;01.07.2008
Schaffhausen;8200;00;4559;Neuhausen am Rheinfall;2937;SH;0.29%;2688925;1282945;de;01.07.2008
Schaffhausen;8200;00;4559;Büttenhardt;2914;SH;0.05%;2689438;1289177;de;01.07.2008
Schaffhausen;8203;00;4567;Schaffhausen;2939;SH;100%;2691349;1283620;de;01.07.2008
Schaffhausen;8207;00;4571;Schaffhausen;2939;SH;100%;2691626;1286492;de;01.07.2008
Schaffhausen;8208;00;4572;Schaffhausen;2939;SH;100%;2689876;1285326;de;01.07.2008
Neuhausen am Rheinfall;8212;00;4585;Neuhausen am Rheinfall;2937;SH;99.34%;2688344;1282117;de;01.07.2008
Neuhausen am Rheinfall;8212;00;4585;Schaffhausen;2939;SH;0.66%;2688712;1283457;de;01.07.2008
Nohl;8212;04;6133;Laufen-Uhwiesen;34;ZH;100%;2687775;1280574;de;01.07.2008
Neunkirch;8213;00;4588;Neunkirch;2904;SH;100%;2679596;1282514;de;01.07.2008
Gächlingen;8214;00;4589;Gächlingen;2901;SH;100%;2679607;1284247;de;01.07.2008
Hallau;8215;00;4590;Hallau;2971;SH;100%;2676529;1283395;de;01.07.2008
Oberhallau;8216;00;4591;Oberhallau;2972;SH;100%;2677938;1284493;de;01.07.2008
Wilchingen;8217;00;4592;Wilchingen;2974;SH;98.91%;2677202;1280449;de;01.07.2008
Wilchingen;8217;00;4592;Trasadingen;2973;SH;0.59%;2675766;1279090;de;01.07.2008
Wilchingen;8217;00;4592;Neunkirch;2904;SH;0.50%;2677113;1281819;de;01.07.2008
Osterfingen;8218;00;4594;Wilchingen;2974;SH;100%;2678787;1279616;de;01.07.2008
Trasadingen;8219;00;4574;Trasadingen;2973;SH;100%;2674508;1280125;de;01.07.2008
Beringen;8222;00;4595;Beringen;2932;SH;99.90%;2685642;1283665;de;01.07.2008
Beringen;8222;00;4595;Schaffhausen;2939;SH;0.11%;2687573;1283291;de;01.07.2008
Guntmadingen;8223;00;4596;Beringen;2932;SH;96.25%;2684040;1282240;de;01.07.2008
Guntmadingen;8223;00;4596;Neunkirch;2904;SH;2.08%;2682632;1282432;de;01.07.2008
Guntmadingen;8223;00;4596;Löhningen;2903;SH;1.67%;2683931;1282950;de;01.07.2008
Löhningen;8224;00;4597;Löhningen;2903;SH;98.63%;2683565;1284073;de;01.07.2008
Löhningen;8224;00;4597;Neunkirch;2904;SH;1.37%;2681605;1283709;de;01.07.2008
Siblingen;8225;00;4598;Siblingen;2953;SH;97.07%;2681269;1285507;de;01.07.2008
Siblingen;8225;00;4598;Gächlingen;2901;SH;2.93%;2679312;1286780;de;01.07.2008
Schleitheim;8226;00;4599;Schleitheim;2952;SH;98.75%;2678403;1289252;de;01.07.2008
Schleitheim;8226;00;4599;Beggingen;2951;SH;0.66%;2680346;1290860;de;01.07.2008
Schleitheim;8226;00;4599;Gächlingen;2901;SH;0.59%;2680325;1288174;de;01.07.2008
Beggingen;8228;00;4575;Beggingen;2951;SH;100%;2682232;1291197;de;01.07.2008
Hemmental;8231;00;4576;Schaffhausen;2939;SH;100%;2685925;1287631;de;01.07.2008
Merishausen;8232;00;4600;Merishausen;2936;SH;100%;2687752;1290535;de;01.07.2008
Bargen SH;8233;00;4601;Bargen (SH);2931;SH;100%;2687669;1294177;de;01.07.2008
Stetten SH;8234;00;4577;Stetten (SH);2919;SH;100%;2691701;1288273;de;01.07.2008
Lohn SH;8235;00;4578;Lohn (SH);2917;SH;100%;2692399;1290157;de;01.07.2008
Büttenhardt;8236;00;4580;Büttenhardt;2914;SH;100%;2691043;1290199;de;01.07.2008
Opfertshofen SH;8236;02;4579;Thayngen;2920;SH;100%;2691597;1292468;de;01.07.2008
Dörflingen;8239;00;4584;Dörflingen;2915;SH;100%;2696295;1284886;de;01.07.2008
Thayngen;8240;00;4602;Thayngen;2920;SH;100%;2695175;1289476;de;01.07.2008
Barzheim;8241;00;4603;Thayngen;2920;SH;100%;2696144;1290743;de;01.07.2008
Bibern SH;8242;00;4581;Thayngen;2920;SH;100%;2692906;1292116;de;01.07.2008
Hofen SH;8242;01;4582;Thayngen;2920;SH;100%;2692759;1293195;de;01.07.2008
